X;Y;osm_id;NAZWA
21.5815861;52.9205215;10048903494;
21.5814948;52.920372;10048903497;
21.5821247;52.9214056;10048903498;
21.5821339;52.9214207;10048903499;
21.5821431;52.9214357;10048903500;
21.9146669;50.8496288;10049008011;
21.0058928;49.7168769;4315175135;
21.0037563;49.7171181;4315175140;
20.9744342;49.8010562;4315175471;Bogoniowice
22.7831588;53.9880832;4315456188;
19.7892936;49.9837274;4315795804;Kopanka Szkoła
17.756575;54.4056361;4315945471;SIEMIROWICE I
21.2926867;49.646678;4316451195;
21.2232933;49.6541153;4316451213;Dominikowice Skrzy?owanie
21.2643299;49.6561415;4316451224;Kryg Wybudowanie
21.2636366;49.6564091;4316451225;Kryg Wybudowanie
21.2220713;49.6653191;4316451242;Kobylanka Relax
20.29295;49.7607291;10049152628;
21.4306672;50.948607;10049396400;
21.4299249;50.9478752;10049396418;Antoniego Hedy pseudonim ?Szary/01
21.4253448;50.9536819;10049396422;Samsonowicza/02
20.8807229;50.8082755;10049477602;
20.8811688;50.808106;10049477603;
20.8932602;50.8057059;10049477607;
20.8935754;50.8055703;10049477608;
21.211241;49.6844037;4316451293;Kobylanka Warsztat
21.2181788;49.6846783;4316451301;Kobylanka Krzy?
21.1959268;49.6901724;4316451310;Rampa
21.1649831;49.6982253;4316451361;Zagórzany Kościół
21.1370297;49.7048755;4316451498;Zagórzany Górne
23.1714554;53.1297983;4316688127;Jana Klemensa Branickiego/Elektryczna (Komunikacja regionalna)
14.9723486;51.4587333;4317322954;
14.9533916;51.4724931;4317326831;
14.946946;51.470531;4317330698;Podrosche / Podro?d?
17.3616569;53.6691598;4318121884;Szkolna
18.8371304;50.3022749;10051995484;Zaborze Struzika
18.8357587;50.3027543;10051995485;Zaborze Struzika
18.8303135;50.2992757;10051995486;Zaborze Janika
18.8288419;50.2990188;10051995487;Zaborze Janika
18.8196775;50.2974915;10051995490;Zaborze Wyciska [n?]
18.8118825;50.3021577;10051995495;Zaborze Gorzawskiego [n?]
18.8126841;50.3015169;10051995496;Zaborze Gorzawskiego [n?]
19.0277268;50.1190422;10052149645;Wartog?owiec Wiadukt
19.028231;50.1190148;10052149646;Wartog?owiec Wiadukt
23.3625288;51.4955398;4319252097;
23.386825;51.5108158;4319252098;
23.4637705;51.5378764;4319252117;Suchawa
23.4651662;51.5382849;4319252118;Suchawa
19.0318606;54.0375967;4321691419;
21.1008064;51.0426775;4323637882;Górzysta 01
18.5133592;54.4726711;4324911141;Rac?awicka 02
18.4582019;54.5379808;4326549310;
18.4582174;54.5379886;4326549313;
18.2142957;50.6756454;4326809189;Dworzec Autobusowy OPKS SA
17.62508;50.6407812;4326809389;Niemodlin Dworzec Autobusowy
15.6155954;51.9288125;4327219150;Nowy Kisielin Wysockiego (N?)
15.6155177;51.9289039;4327219151;Nowy Kisielin Wysockiego (N?)
15.5069143;51.9582423;4327391914;Mechaników
15.4740082;51.8783539;4327405031;OCHLA PRZYSTANEK KO?COWY
15.5081222;51.8648967;4327422870;Kie?pin
15.5065893;51.856189;4327423340;Kie?pin las (N?)
15.4595341;51.8745123;4327439169;Ochla ?aga?ska (N?)
23.4822113;50.4840155;10052218461;
18.3957111;50.5196244;10053388776;
17.3595141;54.2387632;10053432202;
18.3403098;50.5693129;10053680025;
15.4593178;51.8744739;4327439170;Ochla ?aga?ska (N?)
15.4577811;51.8699338;4327443784;Ochla Os. Ostoja (N?)
15.4576218;51.8698975;4327443785;Ochla Os. Ostoja (N?)
19.5658971;51.9675328;4327807770;
19.1875405;49.6797341;4329172589;Dworzec Przej?cie
20.2644288;52.2774211;4329366949;?uków pod lasem
23.7919325;50.6810089;4329403806;Sahry? skrzy?.
23.1719746;50.4585182;4329433341;
21.1977371;49.6240094;4329875668;S?kowa I
21.1726445;49.6414412;4329875847;Pocieszka
21.1723048;49.6418607;4329875851;Pocieszka
